created_at,entry_id,field1,latitude,longitude,elevation,status
2024-06-06T09:17:08+00:00,40,0.13803,,,,
2024-06-06T09:17:31+00:00,41,0.00260,,,,
2024-06-06T09:17:53+00:00,42,0.01500,,,,
2024-06-06T09:18:15+00:00,43,3.11070,,,,
2024-06-06T09:18:37+00:00,44,2.89396,,,,
2024-06-06T09:18:59+00:00,45,2.99749,,,,
2024-06-06T09:19:22+00:00,46,2.97054,,,,
2024-06-06T09:19:44+00:00,47,3.02295,,,,
2024-06-06T09:20:06+00:00,48,2.80198,,,,
2024-06-06T09:20:28+00:00,49,3.00591,,,,
2024-06-06T09:20:50+00:00,50,2.85833,,,,
2024-06-06T09:21:12+00:00,51,2.91321,,,,
2024-06-06T09:21:36+00:00,52,2.84338,,,,
2024-06-06T09:21:59+00:00,53,2.89857,,,,
2024-06-06T09:22:21+00:00,54,2.85981,,,,
2024-06-06T09:22:44+00:00,55,2.82609,,,,
2024-06-06T09:23:05+00:00,56,2.90684,,,,
2024-06-06T09:23:27+00:00,57,2.96747,,,,
2024-06-06T09:23:52+00:00,58,2.92145,,,,
2024-06-06T09:24:14+00:00,59,2.92037,,,,
2024-06-06T09:24:36+00:00,60,2.95915,,,,
2024-06-06T09:24:58+00:00,61,2.89148,,,,
2024-06-06T09:25:21+00:00,62,2.81368,,,,
2024-06-06T09:25:43+00:00,63,2.70596,,,,
2024-06-06T09:26:05+00:00,64,2.75824,,,,
2024-06-06T09:26:27+00:00,65,2.80858,,,,
2024-06-06T09:26:49+00:00,66,2.74733,,,,
2024-06-06T09:27:11+00:00,67,2.87653,,,,
2024-06-06T09:27:33+00:00,68,2.78431,,,,
2024-06-06T09:27:55+00:00,69,2.63233,,,,
2024-06-06T09:28:17+00:00,70,2.40985,,,,
2024-06-06T09:28:39+00:00,71,2.81123,,,,
2024-06-06T09:29:01+00:00,72,2.97533,,,,
2024-06-06T09:29:23+00:00,73,2.89802,,,,
2024-06-06T09:29:45+00:00,74,2.75218,,,,
2024-06-06T09:30:07+00:00,75,2.72546,,,,
2024-06-06T09:30:29+00:00,76,2.79318,,,,
2024-06-06T09:30:51+00:00,77,2.60709,,,,
2024-06-06T09:31:13+00:00,78,2.13943,,,,
2024-06-06T09:31:35+00:00,79,1.76095,,,,
2024-06-06T09:31:56+00:00,80,2.73418,,,,
2024-06-06T09:32:19+00:00,81,2.78568,,,,
2024-06-06T09:32:41+00:00,82,2.93282,,,,
2024-06-06T09:33:03+00:00,83,20.42474,,,,
2024-06-06T09:33:25+00:00,84,21.78944,,,,
2024-06-06T09:33:46+00:00,85,21.53924,,,,
2024-06-06T09:34:09+00:00,86,23.50006,,,,
2024-06-06T09:34:31+00:00,87,20.16746,,,,
2024-06-06T09:34:53+00:00,88,24.02607,,,,
2024-06-06T09:35:15+00:00,89,22.53189,,,,
2024-06-06T09:35:37+00:00,90,25.47480,,,,
2024-06-06T09:35:59+00:00,91,21.17867,,,,
2024-06-06T09:36:21+00:00,92,16.53374,,,,
2024-06-06T09:36:43+00:00,93,21.88392,,,,
2024-06-06T09:37:06+00:00,94,17.63752,,,,
2024-06-06T09:37:27+00:00,95,22.63184,,,,
2024-06-06T09:37:49+00:00,96,22.60084,,,,
2024-06-06T09:38:11+00:00,97,21.05500,,,,
2024-06-06T09:38:33+00:00,98,20.16924,,,,
2024-06-06T09:38:55+00:00,99,23.58639,,,,
2024-06-06T09:39:17+00:00,100,21.77732,,,,
2024-06-06T09:39:39+00:00,101,21.36829,,,,
2024-06-06T09:40:01+00:00,102,17.95020,,,,
2024-06-06T09:40:24+00:00,103,24.25451,,,,
2024-06-06T09:40:46+00:00,104,21.65138,,,,
2024-06-06T09:41:08+00:00,105,21.32623,,,,
2024-06-06T09:41:30+00:00,106,21.12292,,,,
2024-06-06T09:41:52+00:00,107,19.58716,,,,
2024-06-06T09:42:14+00:00,108,23.59071,,,,
2024-06-06T09:42:37+00:00,109,17.05977,,,,
2024-06-06T09:42:59+00:00,110,22.48848,,,,
2024-06-06T09:43:21+00:00,111,18.64370,,,,
2024-06-06T09:43:43+00:00,112,21.04272,,,,
2024-06-06T09:44:05+00:00,113,21.01086,,,,
2024-06-06T09:44:27+00:00,114,19.94962,,,,
2024-06-06T09:44:49+00:00,115,15.56009,,,,
2024-06-06T09:45:11+00:00,116,21.00056,,,,
2024-06-06T09:45:33+00:00,117,20.57121,,,,
2024-06-06T09:45:55+00:00,118,24.63878,,,,
2024-06-06T09:46:19+00:00,119,22.10513,,,,
2024-06-06T09:46:42+00:00,120,19.59864,,,,
2024-06-06T09:47:03+00:00,121,16.92362,,,,
2024-06-06T09:47:25+00:00,122,20.69981,,,,
2024-06-06T09:47:48+00:00,123,6.28163,,,,
2024-06-06T09:48:10+00:00,124,1.47936,,,,
2024-06-06T09:48:32+00:00,125,0.34840,,,,
2024-06-06T09:48:54+00:00,126,0.08205,,,,
2024-06-06T09:49:16+00:00,127,0.01932,,,,
2024-06-06T09:49:38+00:00,128,0.00455,,,,
2024-06-06T09:50:00+00:00,129,0.00107,,,,
2024-06-06T09:50:22+00:00,130,0.00025,,,,
2024-06-06T09:50:44+00:00,131,0.00006,,,,
2024-06-06T09:51:06+00:00,132,0.00001,,,,
2024-06-06T09:51:28+00:00,133,0.00000,,,,
2024-06-06T09:51:50+00:00,134,0.00000,,,,
2024-06-06T09:52:12+00:00,135,0.00000,,,,
2024-06-06T09:52:34+00:00,136,0.00000,,,,
2024-06-06T09:52:56+00:00,137,0.00000,,,,
2024-06-06T09:53:19+00:00,138,0.00000,,,,
2024-06-06T09:53:41+00:00,139,0.00000,,,,
2024-06-06T09:54:05+00:00,140,0.00000,,,,
2024-06-06T09:54:27+00:00,141,0.00000,,,,
2024-06-06T09:54:49+00:00,142,0.00000,,,,
2024-06-06T09:55:11+00:00,143,0.00000,,,,
2024-06-06T09:55:33+00:00,144,0.00000,,,,
2024-06-06T09:55:55+00:00,145,0.00000,,,,
2024-06-06T09:56:17+00:00,146,0.00000,,,,
2024-06-06T09:56:39+00:00,147,0.00000,,,,
2024-06-06T09:57:01+00:00,148,0.00000,,,,
2024-06-06T09:57:23+00:00,149,0.00000,,,,
2024-06-06T09:57:45+00:00,150,0.00000,,,,
2024-06-06T09:58:08+00:00,151,0.00000,,,,
2024-06-06T09:58:29+00:00,152,0.00000,,,,
2024-06-06T09:58:51+00:00,153,0.00000,,,,
2024-06-06T09:59:14+00:00,154,0.00000,,,,
2024-06-06T09:59:35+00:00,155,0.00000,,,,
2024-06-06T09:59:57+00:00,156,0.00000,,,,
2024-06-06T10:00:19+00:00,157,0.00000,,,,
2024-06-06T10:00:41+00:00,158,0.00000,,,,
2024-06-06T10:01:03+00:00,159,0.08156,,,,
2024-06-06T10:01:25+00:00,160,0.01774,,,,
2024-06-06T10:01:47+00:00,161,0.00041,,,,
2024-06-06T10:02:09+00:00,162,0.03738,,,,
2024-06-06T10:02:31+00:00,163,0.00055,,,,
2024-06-06T10:02:53+00:00,164,0.05436,,,,
2024-06-06T10:03:15+00:00,165,0.00107,,,,
2024-06-06T10:03:37+00:00,166,0.12574,,,,
2024-06-06T10:03:58+00:00,167,0.10024,,,,
2024-06-06T10:04:20+00:00,168,0.00128,,,,
2024-06-06T10:04:42+00:00,169,0.07210,,,,
2024-06-06T10:05:04+00:00,170,0.13027,,,,
2024-06-06T10:05:26+00:00,171,0.09016,,,,
2024-06-06T10:05:48+00:00,172,0.00697,,,,
